percent-correct,iterations
66.812,5
66.812,5
66.812,5
66.812,10
66.812,10
66.812,10
56.684,20
66.812,20
66.485,20
66.812,30
66.812,30
66.812,30
66.812,40
66.812,40
66.812,50
66.812,40
66.812,50
33.188,100
33.188,100
33.188,200
33.188,200
66.812,500
66.649,500
34.032,1000
32.399,1000
66.812,1500
66.812,1500
