percent-correct,iterations
49.115,5
56.956,5
49.033,5
58.671,10
64.824,10
54.261,10
54.016,20
61.013,20
56.874,20
58.317,30
62.129,30
63.327,30
65.233,40
63.218,40
63.191,40
62.483,50
58.644,50
66.812,100
66.295,100
66.812,200
66.812,200
66.812,500
66.812,500
66.812,1000
66.812,1000
66.812,1500
66.812,1500
