percent-correct,iterations
64.225,5
62.537,5
63.354,5
67.002,10
69.181,10
65.369,10
66.540,20
64.225,20
69.208,20
65.451,30
67.166,30
69.072,30
69.453,40
73.237,40
73.074,50
69.126,40
69.072,50
66.022,100
71.876,100
67.356,200
73.673,200
72.665,500
74.653,500
63.518,1000
67.329,1000
68.854,1500
75.388,1500
