algorithm,iterations,global
SA75,400,2638.6207188466865
SA75,400,2638.6207188466865
SA75,400,2638.6207188466865
SA75,400,2638.6207188466865
SA75,400,2638.6207188466865
SA75,500,2638.6207188466865
SA75,500,2638.6207188466865
SA75,500,2638.6207188466865
SA75,500,2638.6207188466865
SA75,500,2638.6207188466865
SA75,500,2638.6207188466865
SA75,500,2638.6207188466865
SA75,500,2638.6207188466865
SA75,500,2638.6207188466865
SA75,500,2638.6207188466865
SA75,600,2638.6207188466865
SA75,600,2638.6207188466865
SA75,600,2638.6207188466865
SA75,600,2638.6207188466865
SA75,600,2638.6207188466865
SA75,600,2638.6207188466865
SA75,600,2638.6207188466865
SA75,600,2638.6207188466865
SA75,600,2638.6207188466865
SA75,600,2638.6207188466865
SA75,700,2638.6207188466865
SA75,700,2638.6207188466865
SA75,700,2638.6207188466865
SA75,700,2638.6207188466865
SA75,700,2638.6207188466865
SA75,700,2638.6207188466865
SA75,700,2638.6207188466865
SA75,700,2638.6207188466865
SA75,700,2638.6207188466865
SA75,700,2638.6207188466865
SA75,800,2638.6207188466865
SA75,800,2638.6207188466865
SA75,800,2638.6207188466865
SA75,800,2638.6207188466865
SA75,800,2638.6207188466865
SA75,800,2638.6207188466865
SA75,800,2638.6207188466865
SA75,800,2638.6207188466865
SA75,800,2638.6207188466865
SA75,800,2638.6207188466865
SA75,900,2638.6207188466865
SA75,900,2638.6207188466865
SA75,900,2638.6207188466865
SA75,900,2638.6207188466865
SA75,900,2638.6207188466865
SA75,900,2638.6207188466865
SA75,900,2638.6207188466865
SA75,900,2638.6207188466865
SA75,900,2638.6207188466865
SA75,900,2638.6207188466865
SA75,1000,2638.6207188466865
SA75,1000,2638.6207188466865
SA75,1000,2638.6207188466865
SA75,1000,2638.6207188466865
SA75,1000,2638.6207188466865
SA75,1000,2638.6207188466865
SA75,1000,2638.6207188466865
SA75,1000,2638.6207188466865
SA75,1000,2638.6207188466865
SA75,1000,2638.6207188466865
SA95,1,2486.0594839850983
SA95,1,2486.0594839850983
SA95,1,2486.0594839850983
SA95,1,2486.0594839850983
SA95,1,2486.0594839850983
SA95,1,2486.0594839850983
SA95,1,2486.0594839850983
SA95,1,2486.0594839850983
SA95,1,2486.0594839850983
SA95,1,2486.0594839850983
SA95,50,2486.0594839850983
SA95,50,2486.0594839850983
SA95,50,2486.0594839850983
SA95,50,2486.0594839850983
SA95,50,2486.0594839850983
SA95,50,2486.0594839850983
SA95,50,2486.0594839850983
SA95,50,2486.0594839850983
SA95,50,2486.0594839850983
SA95,50,2486.0594839850983
SA95,100,2486.0594839850983
SA95,100,2486.0594839850983
SA95,100,2486.0594839850983
SA95,100,2486.0594839850983
SA95,100,2486.0594839850983
SA95,100,2486.0594839850983
SA95,100,2486.0594839850983
SA95,100,2486.0594839850983
SA95,100,2486.0594839850983
SA95,100,2486.0594839850983
SA95,150,2486.0594839850983
SA95,150,2486.0594839850983
SA95,150,2486.0594839850983
SA95,150,2486.0594839850983
SA95,150,2486.0594839850983
SA95,150,2486.0594839850983
SA95,150,2486.0594839850983
SA95,150,2486.0594839850983
SA95,150,2486.0594839850983
SA95,150,2486.0594839850983
SA95,200,2486.0594839850983
SA95,200,2486.0594839850983
SA95,200,2486.0594839850983
SA95,200,2486.0594839850983
SA95,200,2486.0594839850983
SA95,200,2486.0594839850983
SA95,200,2486.0594839850983
SA95,200,2486.0594839850983
SA95,200,2486.0594839850983
SA95,200,2486.0594839850983
SA95,300,2486.0594839850983
SA95,300,2486.0594839850983
SA95,300,2486.0594839850983
SA95,300,2486.0594839850983
SA95,300,2486.0594839850983
SA95,300,2486.0594839850983
SA95,300,2486.0594839850983
SA95,300,2486.0594839850983
SA95,300,2486.0594839850983
SA95,300,2486.0594839850983
SA95,400,2486.0594839850983
SA95,400,2486.0594839850983
SA95,400,2486.0594839850983
SA95,400,2486.0594839850983
SA95,400,2486.0594839850983
SA95,400,2486.0594839850983
SA95,400,2486.0594839850983
SA95,400,2486.0594839850983
SA95,400,2486.0594839850983
SA95,400,2486.0594839850983
SA95,500,2486.0594839850983
SA95,500,2486.0594839850983
SA95,500,2486.0594839850983
SA95,500,2486.0594839850983
SA95,500,2486.0594839850983
SA95,500,2486.0594839850983
SA95,500,2486.0594839850983
SA95,500,2486.0594839850983
SA95,500,2486.0594839850983
SA95,500,2486.0594839850983
SA95,600,2486.0594839850983
SA95,600,2486.0594839850983
SA95,600,2486.0594839850983
SA95,600,2486.0594839850983
SA95,600,2486.0594839850983
SA95,600,2486.0594839850983
SA95,600,2486.0594839850983
SA95,600,2486.0594839850983
SA95,600,2486.0594839850983
SA95,600,2486.0594839850983
SA95,700,2486.0594839850983
SA95,700,2486.0594839850983
SA95,700,2486.0594839850983
SA95,700,2486.0594839850983
SA95,700,2486.0594839850983
SA95,700,2486.0594839850983
SA95,700,2486.0594839850983
SA95,700,2486.0594839850983
SA95,700,2486.0594839850983
SA95,700,2486.0594839850983
SA95,800,2486.0594839850983
SA95,800,2486.0594839850983
SA95,800,2486.0594839850983
SA95,800,2486.0594839850983
SA95,800,2486.0594839850983
SA95,800,2486.0594839850983
SA95,800,2486.0594839850983
SA95,800,2486.0594839850983
SA95,800,2486.0594839850983
SA95,800,2486.0594839850983
SA95,900,2486.0594839850983
SA95,900,2486.0594839850983
SA95,900,2486.0594839850983
SA95,900,2486.0594839850983
SA95,900,2486.0594839850983
SA95,900,2486.0594839850983
SA95,900,2486.0594839850983
SA95,900,2486.0594839850983
SA95,900,2486.0594839850983
SA95,900,2486.0594839850983
SA95,1000,2486.0594839850983
SA95,1000,2486.0594839850983
SA95,1000,2486.0594839850983
SA95,1000,2486.0594839850983
SA95,1000,2486.0594839850983
SA95,1000,2486.0594839850983
SA95,1000,2486.0594839850983
SA95,1000,2486.0594839850983
SA95,1000,2486.0594839850983
SA95,1000,2486.0594839850983
MIMIC50,1,2512.4606311362863
MIMIC50,1,2512.4606311362863
MIMIC50,1,2512.4606311362863
MIMIC50,1,2512.4606311362863
MIMIC50,1,2512.4606311362863
MIMIC50,1,2512.4606311362863
MIMIC50,1,2512.4606311362863
MIMIC50,1,2512.4606311362863
MIMIC50,1,2512.4606311362863
MIMIC50,1,2512.4606311362863
MIMIC50,50,2512.4606311362863
MIMIC50,50,2512.4606311362863
MIMIC50,50,2512.4606311362863
MIMIC50,50,2512.4606311362863
MIMIC50,50,2512.4606311362863
MIMIC50,50,2512.4606311362863
MIMIC50,50,2512.4606311362863
MIMIC50,50,2512.4606311362863
MIMIC50,50,2512.4606311362863
MIMIC50,50,2512.4606311362863
MIMIC50,100,2512.4606311362863
MIMIC50,100,2512.4606311362863
MIMIC50,100,2512.4606311362863
MIMIC50,100,2512.4606311362863
MIMIC50,100,2512.4606311362863
MIMIC50,100,2512.4606311362863
MIMIC50,100,2512.4606311362863
MIMIC50,100,2512.4606311362863
MIMIC50,100,2512.4606311362863
MIMIC50,100,2512.4606311362863
MIMIC50,150,2512.4606311362863
MIMIC50,150,2512.4606311362863
MIMIC50,150,2512.4606311362863
MIMIC50,150,2512.4606311362863
MIMIC50,150,2512.4606311362863
MIMIC50,150,2512.4606311362863
MIMIC50,150,2512.4606311362863
MIMIC50,150,2512.4606311362863
MIMIC50,150,2512.4606311362863
MIMIC50,150,2512.4606311362863
MIMIC50,200,2512.4606311362863
MIMIC50,200,2512.4606311362863
MIMIC50,200,2512.4606311362863
MIMIC50,200,2512.4606311362863
MIMIC50,200,2512.4606311362863
MIMIC50,200,2512.4606311362863
MIMIC50,200,2512.4606311362863
MIMIC50,200,2512.4606311362863
MIMIC50,200,2512.4606311362863
MIMIC50,200,2512.4606311362863
MIMIC50,300,2512.4606311362863
MIMIC50,300,2512.4606311362863
MIMIC50,300,2512.4606311362863
MIMIC50,300,2512.4606311362863
MIMIC50,300,2512.4606311362863
MIMIC50,300,2512.4606311362863
MIMIC50,300,2512.4606311362863
MIMIC50,300,2512.4606311362863
MIMIC50,300,2512.4606311362863
MIMIC50,300,2512.4606311362863
MIMIC50,400,2512.4606311362863
MIMIC50,400,2512.4606311362863
MIMIC50,400,2512.4606311362863
MIMIC50,400,2512.4606311362863
MIMIC50,400,2512.4606311362863
MIMIC50,400,2512.4606311362863
MIMIC50,400,2512.4606311362863
MIMIC50,400,2512.4606311362863
MIMIC50,400,2512.4606311362863
MIMIC50,400,2512.4606311362863
MIMIC50,500,2512.4606311362863
MIMIC50,500,2512.4606311362863
MIMIC50,500,2512.4606311362863
MIMIC50,500,2512.4606311362863
MIMIC50,500,2512.4606311362863
MIMIC50,500,2512.4606311362863
MIMIC50,500,2512.4606311362863
MIMIC50,500,2512.4606311362863
MIMIC50,500,2512.4606311362863
MIMIC50,500,2512.4606311362863
MIMIC50,600,2512.4606311362863
MIMIC50,600,2512.4606311362863
MIMIC50,600,2512.4606311362863
MIMIC50,600,2512.4606311362863
MIMIC50,600,2512.4606311362863
MIMIC50,600,2512.4606311362863
