percent-correct,iterations
46.204,50
48.408,50
46.857,50
47.510,50
46.612,100
47.673,100
48.082,100
48.082,100
46.204,200
47.755,200
48.327,200
48.082,200
43.755,500
47.429,500
47.673,500
47.673,500
47.347,50
47.429,50
47.429,50
47.429,50
47.429,100
47.429,100
47.429,100
47.429,100
47.429,200
47.347,200
47.429,200
47.429,200
47.429,500
47.429,500
47.429,500
47.429,500
