percent-correct,iterations
34.694,50
39.592,50
39.429,50
24.571,50
41.796,100
46.612,100
44.245,100
43.184,100
44.327,200
47.510,200
47.510,200
46.939,200
47.347,500
47.429,500
47.429,500
47.347,500
33.224,50
41.959,50
30.694,50
33.959,50
36.571,100
42.531,100
40.163,100
40.327,100
46.939,200
47.265,200
46.531,200
47.347,200
47.429,500
47.265,500
47.347,500
47.429,500
