784.0,2889.0,21.345,12.637,0.028,10
921.0,2752.0,25.075,26.650,0.019,25
1242.0,2431.0,33.814,45.216,0.018,50
1311.0,2362.0,35.693,77.049,0.013,100
1561.0,2112.0,42.499,136.015,0.016,200
1615.0,2058.0,43.970,284.249,0.012,500
1614.0,2059.0,43.942,473.769,0.011,1000
1618.0,2055.0,44.051,681.454,0.009,2000
