80.0,3593.0,2.178,0.889,0.034,10
136.0,3537.0,3.703,2.320,0.059,25
3.0,3670.0,0.082,3.736,0.026,50
366.0,3307.0,9.965,6.408,0.035,100
1618.0,2055.0,44.051,10.345,0.040,200
1616.0,2057.0,43.997,21.459,0.024,500
1617.0,2056.0,44.024,35.645,0.015,1000
1617.0,2056.0,44.024,50.525,0.015,2000
