1410.0,2263.0,38.388,1.286,0.069,10
1616.0,2057.0,43.997,2.447,0.072,25
1618.0,2055.0,44.051,3.889,0.047,50
1617.0,2056.0,44.024,6.414,0.037,100
1618.0,2055.0,44.051,10.012,0.032,200
1617.0,2056.0,44.024,21.217,0.033,500
1604.0,2069.0,43.670,35.224,0.015,1000
1638.0,2035.0,44.596,50.992,0.013,2000
