1.625
3.26
4.38
5.47
6.34
6.955
7.29
7.345
7.545
7.65
7.655
7.665
7.655
7.675
7.795
7.815
7.81
7.885
7.875
7.86
7.86
7.865
7.87
7.9
7.91
7.925

Problem: four_peaks
Algorithm: GA
Time Elapse: 547.0
Optimal Value: 8.0
Total function call: 2930
