1363.7074269266602
1388.1359918768428
1406.305802556814
1436.2521405754367
1453.1812592728177
1474.3930355238515
1480.0952184114594
1483.280817276528
1511.4415682793137
1547.8274063046356
1547.06877227666

Problem: knapsack
Algorithm: GA
Time Elapse: 7523.0
Optimal Value: 2024.713293481264
