988.1379827691196
1013.5323753454959
1013.5323753454959
1023.5137033857209
1023.5137033857209
1023.5137033857209
1023.5137033857209
1023.5137033857209
1023.5137033857209
1023.5137033857209
1056.352823237129

Problem: knapsack
Algorithm: RHC
Time Elapse: 0.0
Optimal Value: 1056.352823237129
