1082.6354257625296
1103.2542988972498
1086.4669650791238
1086.4669650791238
1043.4206071705553
1043.4206071705553
1043.4206071705553
1043.4206071705553
1043.4206071705553
1043.4206071705553
1079.096896313971

Problem: knapsack
Algorithm: SA
Time Elapse: 0.0
Optimal Value: 1079.096896313971
