490.8138198783108
508.0915765166501
533.4556076717507
543.8349248157385
547.9121496626183
559.2421823669755
572.3839731530356
578.7195257992034
595.1639468647322
617.4472661713424
632.6231375764498
651.9201096024744
664.9980321740851
680.1399419965587
682.6861424887413
690.8246909101975
712.9195443369535
717.0204749045415
732.2525963714918
731.5031084838404
727.9535280943476
724.9526402302508
728.1893704968161
739.4147853892359
751.9679922241462
752.9587027524464

Problem: knapsack
Algorithm: GA
Time Elapse: 125.0
Optimal Value: 930.6022317439948
