4.0
6.0
8.0
9.0
69.0
69.0
69.0
71.0
74.0
74.0
74.0
74.0
74.0
74.0
74.0
74.0
74.0
74.0
74.0
74.0
74.0
74.0
74.0
74.0
74.0
74.0

Problem: four_peaks
Algorithm: MIMIC
Time Elapse: 19833.0
Optimal Value: 74.0
Total function call: 5401
