5.0
6.0
10.0
11.0
11.0
12.0
13.0
13.0
13.0
13.0
13.0

Problem: four_peaks
Algorithm: MIMIC
Time Elapse: 14971.0
Optimal Value: 13.0
Total function call: 2401
