3.0
24.0
26.0
30.0
31.0
32.0
33.0
33.0
33.0
33.0
33.0

Problem: four_peaks
Algorithm: MIMIC
Time Elapse: 1638.0
Optimal Value: 34.0
Total function call: 2401
