4.0
7.0
12.0
69.0
72.0
74.0
75.0
76.0
81.0
81.0
81.0
81.0
81.0
81.0
81.0
81.0
81.0
81.0
81.0
81.0
81.0
81.0
81.0
81.0
81.0
81.0

Problem: four_peaks
Algorithm: MIMIC
Time Elapse: 22329.0
Optimal Value: 83.0
Total function call: 5401
