4.0
6.0
11.0
14.0
73.0
78.0
79.0
79.0
79.0
79.0
79.0

Problem: four_peaks
Algorithm: MIMIC
Time Elapse: 6840.0
Optimal Value: 81.0
Total function call: 2401
