1609.0,2064.0,43.806,0.849,0.048,10
1587.0,2086.0,43.207,1.604,0.076,25
1614.0,2059.0,43.942,3.048,0.033,50
1603.0,2070.0,43.643,4.861,0.034,100
1619.0,2054.0,44.078,7.052,0.038,200
1634.0,2039.0,44.487,11.401,0.017,500
