1002.0,2671.0,27.280,8.494,0.024,10
1192.0,2481.0,32.453,18.026,0.013,25
1328.0,2345.0,36.156,32.032,0.014,50
1328.0,2345.0,36.156,56.236,0.016,100
1620.0,2053.0,44.106,93.696,0.011,200
1617.0,2056.0,44.024,155.152,0.009,500
