4.0
6.0
7.0
8.0
10.0
13.0
13.0
13.0
13.0
13.0
13.0

Problem: four_peaks
Algorithm: MIMIC
Time Elapse: 15288.0
Optimal Value: 17.0
Total function call: 2401
