4.0
6.0
9.0
49.0
51.0
51.0
51.0
51.0
51.0
51.0
51.0
51.0
51.0
51.0
51.0
51.0
51.0
51.0
51.0
51.0
51.0
51.0
51.0
51.0
51.0
51.0

Problem: four_peaks
Algorithm: MIMIC
Time Elapse: 7302.0
Optimal Value: 51.0
Total function call: 5401
