1.76
3.935
15.125
35.49
46.705
48.02
48.025
48.945
49.06
49.045
48.88
48.75
49.26
48.505
49.23
49.14
49.335
48.74
49.03
49.265
49.16
49.355
49.25
49.43
49.685
49.425

Problem: four_peaks
Algorithm: GA
Time Elapse: 1142.0
Optimal Value: 56.0
Total function call: 2926
