3.0
6.0
10.0
12.0
13.0
14.0
14.0
14.0
14.0
14.0
14.0

Problem: four_peaks
Algorithm: MIMIC
Time Elapse: 10358.0
Optimal Value: 17.0
Total function call: 2401
