4.0
8.0
9.0
12.0
15.0
16.0
19.0
19.0
19.0
19.0
19.0
19.0
20.0
21.0
21.0
21.0
21.0
21.0
21.0
21.0
21.0
21.0
21.0
21.0
21.0
21.0

Problem: four_peaks
Algorithm: MIMIC
Time Elapse: 36060.0
Optimal Value: 21.0
Total function call: 5401
