4.0
6.0
8.0
13.0
13.0
13.0
13.0
13.0
13.0
13.0
13.0

Problem: four_peaks
Algorithm: MIMIC
Time Elapse: 6621.0
Optimal Value: 15.0
Total function call: 2401
