algorithm,iterations,optimal
GAHighPop,1,117.0
GAHighPop,1,119.0
GAHighPop,1,120.0
GAHighPop,1,120.0
GAHighPop,1,120.0
GAHighPop,1,120.0
GAHighPop,1,121.0
GAHighPop,1,123.0
GAHighPop,1,125.0
GAHighPop,1,126.0
GAHighPop,50,132.0
GAHighPop,50,134.0
GAHighPop,50,134.0
GAHighPop,50,136.0
GAHighPop,50,136.0
GAHighPop,50,137.0
GAHighPop,50,137.0
GAHighPop,50,138.0
GAHighPop,50,140.0
GAHighPop,50,141.0
GAHighPop,100,143.0
GAHighPop,100,144.0
GAHighPop,100,144.0
GAHighPop,100,145.0
GAHighPop,100,147.0
GAHighPop,100,148.0
GAHighPop,100,148.0
GAHighPop,100,149.0
GAHighPop,100,153.0
GAHighPop,100,153.0
GAHighPop,150,148.0
GAHighPop,150,149.0
GAHighPop,150,149.0
GAHighPop,150,151.0
GAHighPop,150,151.0
GAHighPop,150,153.0
GAHighPop,150,153.0
GAHighPop,150,153.0
GAHighPop,150,156.0
GAHighPop,150,158.0
GAHighPop,200,155.0
GAHighPop,200,158.0
GAHighPop,200,159.0
GAHighPop,200,160.0
GAHighPop,200,161.0
GAHighPop,200,162.0
GAHighPop,200,162.0
GAHighPop,200,162.0
GAHighPop,200,163.0
GAHighPop,200,163.0
GAHighPop,300,158.0
GAHighPop,300,161.0
GAHighPop,300,162.0
GAHighPop,300,162.0
GAHighPop,300,163.0
GAHighPop,300,163.0
GAHighPop,300,164.0
GAHighPop,300,166.0
GAHighPop,300,168.0
GAHighPop,300,169.0
GAHighPop,400,166.0
GAHighPop,400,167.0
GAHighPop,400,168.0
GAHighPop,400,169.0
GAHighPop,400,170.0
GAHighPop,400,171.0
GAHighPop,400,171.0
GAHighPop,400,172.0
GAHighPop,400,173.0
GAHighPop,400,179.0
GAHighPop,500,168.0
GAHighPop,500,170.0
GAHighPop,500,172.0
GAHighPop,500,172.0
GAHighPop,500,172.0
GAHighPop,500,173.0
GAHighPop,500,174.0
GAHighPop,500,175.0
GAHighPop,500,176.0
GAHighPop,500,178.0
GAHighPop,600,171.0
GAHighPop,600,172.0
GAHighPop,600,173.0
GAHighPop,600,174.0
GAHighPop,600,175.0
GAHighPop,600,175.0
GAHighPop,600,175.0
GAHighPop,600,176.0
GAHighPop,600,176.0
GAHighPop,600,178.0
GAHighPop,700,174.0
GAHighPop,700,174.0
GAHighPop,700,176.0
GAHighPop,700,176.0
GAHighPop,700,177.0
GAHighPop,700,178.0
GAHighPop,700,178.0
GAHighPop,700,179.0
GAHighPop,700,179.0
GAHighPop,700,179.0
GAHighPop,800,169.0
GAHighPop,800,173.0
GAHighPop,800,173.0
GAHighPop,800,174.0
GAHighPop,800,175.0
GAHighPop,800,176.0
GAHighPop,800,176.0
GAHighPop,800,177.0
GAHighPop,800,180.0
GAHighPop,800,181.0
GAHighPop,900,175.0
GAHighPop,900,175.0
GAHighPop,900,176.0
GAHighPop,900,178.0
GAHighPop,900,178.0
GAHighPop,900,179.0
GAHighPop,900,179.0
GAHighPop,900,181.0
GAHighPop,900,182.0
GAHighPop,900,183.0
GAHighPop,1000,172.0
GAHighPop,1000,174.0
GAHighPop,1000,176.0
GAHighPop,1000,176.0
GAHighPop,1000,176.0
GAHighPop,1000,177.0
GAHighPop,1000,178.0
GAHighPop,1000,179.0
GAHighPop,1000,181.0
GAHighPop,1000,182.0
GAHighPop,2000,174.0
GAHighPop,2000,179.0
GAHighPop,2000,179.0
GAHighPop,2000,179.0
GAHighPop,2000,180.0
GAHighPop,2000,180.0
GAHighPop,2000,181.0
GAHighPop,2000,182.0
GAHighPop,2000,183.0
GAHighPop,2000,185.0
GAHighPop,2500,177.0
GAHighPop,2500,177.0
GAHighPop,2500,180.0
GAHighPop,2500,180.0
GAHighPop,2500,180.0
GAHighPop,2500,180.0
GAHighPop,2500,181.0
GAHighPop,2500,183.0
GAHighPop,2500,183.0
GAHighPop,2500,183.0
GALowPop,1,109.0
GALowPop,1,111.0
GALowPop,1,112.0
GALowPop,1,114.0
GALowPop,1,114.0
GALowPop,1,116.0
GALowPop,1,117.0
GALowPop,1,119.0
GALowPop,1,122.0
GALowPop,1,123.0
GALowPop,50,121.0
GALowPop,50,122.0
GALowPop,50,125.0
GALowPop,50,125.0
GALowPop,50,126.0
GALowPop,50,127.0
GALowPop,50,128.0
GALowPop,50,128.0
GALowPop,50,131.0
GALowPop,50,135.0
GALowPop,100,129.0
GALowPop,100,130.0
GALowPop,100,131.0
GALowPop,100,132.0
GALowPop,100,132.0
GALowPop,100,133.0
GALowPop,100,134.0
GALowPop,100,135.0
GALowPop,100,137.0
GALowPop,100,138.0
GALowPop,150,130.0
GALowPop,150,130.0
GALowPop,150,132.0
GALowPop,150,134.0
GALowPop,150,135.0
GALowPop,150,135.0
GALowPop,150,137.0
GALowPop,150,139.0
GALowPop,150,142.0
GALowPop,150,142.0
GALowPop,200,124.0
GALowPop,200,126.0
GALowPop,200,130.0
GALowPop,200,134.0
GALowPop,200,135.0
GALowPop,200,135.0
GALowPop,200,136.0
GALowPop,200,137.0
GALowPop,200,138.0
GALowPop,200,143.0
GALowPop,300,129.0
GALowPop,300,137.0
GALowPop,300,138.0
GALowPop,300,138.0
GALowPop,300,139.0
GALowPop,300,141.0
GALowPop,300,141.0
GALowPop,300,142.0
GALowPop,300,143.0
GALowPop,300,146.0
GALowPop,400,128.0
GALowPop,400,133.0
GALowPop,400,135.0
GALowPop,400,139.0
GALowPop,400,142.0
GALowPop,400,143.0
GALowPop,400,144.0
GALowPop,400,144.0
GALowPop,400,146.0
GALowPop,400,148.0
GALowPop,500,132.0
GALowPop,500,134.0
GALowPop,500,136.0
GALowPop,500,140.0
GALowPop,500,141.0
GALowPop,500,143.0
GALowPop,500,145.0
GALowPop,500,147.0
GALowPop,500,147.0
GALowPop,500,151.0
GALowPop,600,136.0
GALowPop,600,137.0
GALowPop,600,139.0
GALowPop,600,140.0
GALowPop,600,141.0
GALowPop,600,144.0
GALowPop,600,145.0
GALowPop,600,146.0
GALowPop,600,147.0
GALowPop,600,147.0
GALowPop,700,142.0
GALowPop,700,143.0
GALowPop,700,143.0
GALowPop,700,143.0
GALowPop,700,143.0
GALowPop,700,143.0
GALowPop,700,146.0
GALowPop,700,147.0
GALowPop,700,148.0
GALowPop,700,159.0
GALowPop,800,142.0
GALowPop,800,143.0
GALowPop,800,144.0
GALowPop,800,145.0
GALowPop,800,145.0
GALowPop,800,146.0
GALowPop,800,147.0
