percent-correct,iterations
65.633,5
65.633,5
65.633,5
65.633,10
65.633,10
65.633,10
65.633,20
65.633,20
65.633,20
65.633,30
65.633,30
65.469,30
64.082,40
75.184,40
75.429,40
63.102,50
69.959,50
75.592,100
75.755,100
75.673,200
67.020,200
73.224,500
75.673,500
70.286,1000
75.755,1000
69.306,1500
77.224,1500
