percent-correct,iterations
65.633,5
65.633,5
65.633,5
65.633,10
65.633,10
65.633,10
65.633,20
65.633,20
65.633,20
65.633,30
65.633,30
65.633,30
65.633,40
65.633,40
65.551,40
65.633,50
65.633,50
75.837,100
75.673,100
75.347,200
71.918,200
71.102,500
69.796,500
75.510,1000
75.592,1000
77.306,1500
77.551,1500
