algorithm,iterations,time
GAHighPop,1,1453.0
GAHighPop,1,1683.0
GAHighPop,1,2019.0
GAHighPop,1,2728.0
GAHighPop,1,3705.0
GAHighPop,1,3803.0
GAHighPop,1,3838.0
GAHighPop,1,4057.0
GAHighPop,1,4328.0
GAHighPop,1,4353.0
GAHighPop,50,49809.0
GAHighPop,50,54214.0
GAHighPop,50,58253.0
GAHighPop,50,59465.0
GAHighPop,50,60509.0
GAHighPop,50,60976.0
GAHighPop,50,61743.0
GAHighPop,50,62354.0
GAHighPop,50,65469.0
GAHighPop,50,73843.0
GAHighPop,100,101728.0
GAHighPop,100,113318.0
GAHighPop,100,115005.0
GAHighPop,100,116020.0
GAHighPop,100,123447.0
GAHighPop,100,125446.0
GAHighPop,100,125499.0
GAHighPop,100,133411.0
GAHighPop,100,136092.0
GAHighPop,100,144520.0
GAHighPop,150,139918.0
GAHighPop,150,159992.0
GAHighPop,150,166750.0
GAHighPop,150,167225.0
GAHighPop,150,169045.0
GAHighPop,150,172347.0
GAHighPop,150,178185.0
GAHighPop,150,178949.0
GAHighPop,150,179857.0
GAHighPop,150,190514.0
GAHighPop,200,179052.0
GAHighPop,200,180836.0
GAHighPop,200,204077.0
GAHighPop,200,211526.0
GAHighPop,200,211847.0
GAHighPop,200,218681.0
GAHighPop,200,218760.0
GAHighPop,200,224760.0
GAHighPop,200,226034.0
GAHighPop,200,227504.0
GAHighPop,300,271564.0
GAHighPop,300,274828.0
GAHighPop,300,276673.0
GAHighPop,300,281126.0
GAHighPop,300,284074.0
GAHighPop,300,284978.0
GAHighPop,300,285974.0
GAHighPop,300,286995.0
GAHighPop,300,288033.0
GAHighPop,300,289534.0
GAHighPop,400,329152.0
GAHighPop,400,338338.0
GAHighPop,400,341019.0
GAHighPop,400,344025.0
GAHighPop,400,344070.0
GAHighPop,400,344524.0
GAHighPop,400,346853.0
GAHighPop,400,346928.0
GAHighPop,400,347497.0
GAHighPop,400,355089.0
GAHighPop,500,371381.0
GAHighPop,500,379365.0
GAHighPop,500,385591.0
GAHighPop,500,388517.0
GAHighPop,500,392283.0
GAHighPop,500,393350.0
GAHighPop,500,397222.0
GAHighPop,500,399043.0
GAHighPop,500,399521.0
GAHighPop,500,404355.0
GAHighPop,600,416748.0
GAHighPop,600,419084.0
GAHighPop,600,419370.0
GAHighPop,600,420402.0
GAHighPop,600,421265.0
GAHighPop,600,422912.0
GAHighPop,600,427905.0
GAHighPop,600,428252.0
GAHighPop,600,437529.0
GAHighPop,600,446921.0
GAHighPop,700,442307.0
GAHighPop,700,451530.0
GAHighPop,700,456300.0
GAHighPop,700,457157.0
GAHighPop,700,460645.0
GAHighPop,700,464053.0
GAHighPop,700,464102.0
GAHighPop,700,464498.0
GAHighPop,700,465231.0
GAHighPop,700,472193.0
GAHighPop,800,466463.0
GAHighPop,800,468491.0
GAHighPop,800,472708.0
GAHighPop,800,473230.0
GAHighPop,800,478807.0
GAHighPop,800,479173.0
GAHighPop,800,479916.0
GAHighPop,800,487144.0
GAHighPop,800,488893.0
GAHighPop,800,491050.0
GAHighPop,900,490799.0
GAHighPop,900,494960.0
GAHighPop,900,499241.0
GAHighPop,900,499587.0
GAHighPop,900,501151.0
GAHighPop,900,503145.0
GAHighPop,900,503510.0
GAHighPop,900,504892.0
GAHighPop,900,507499.0
GAHighPop,900,511380.0
GAHighPop,1000,494184.0
GAHighPop,1000,501135.0
GAHighPop,1000,506659.0
GAHighPop,1000,506934.0
GAHighPop,1000,507987.0
GAHighPop,1000,508180.0
GAHighPop,1000,511208.0
GAHighPop,1000,511631.0
GAHighPop,1000,513301.0
GAHighPop,1000,514396.0
GALowPop,1,111.0
GALowPop,1,118.0
GALowPop,1,120.0
GALowPop,1,172.0
GALowPop,1,182.0
GALowPop,1,239.0
GALowPop,1,375.0
GALowPop,1,60.0
GALowPop,1,63.0
GALowPop,1,97.0
GALowPop,50,3546.0
GALowPop,50,4520.0
GALowPop,50,4568.0
GALowPop,50,4570.0
GALowPop,50,4893.0
GALowPop,50,5742.0
GALowPop,50,6094.0
GALowPop,50,7087.0
GALowPop,50,7872.0
GALowPop,50,8391.0
GALowPop,100,11784.0
GALowPop,100,14026.0
GALowPop,100,14411.0
GALowPop,100,14512.0
GALowPop,100,15019.0
GALowPop,100,15183.0
GALowPop,100,15647.0
GALowPop,100,15787.0
GALowPop,100,16043.0
GALowPop,100,16836.0
GALowPop,150,15745.0
GALowPop,150,17081.0
GALowPop,150,17109.0
GALowPop,150,18632.0
GALowPop,150,19120.0
GALowPop,150,19355.0
GALowPop,150,22597.0
GALowPop,150,23156.0
GALowPop,150,24686.0
GALowPop,150,26663.0
GALowPop,200,14873.0
GALowPop,200,17824.0
GALowPop,200,25199.0
GALowPop,200,26698.0
GALowPop,200,28102.0
GALowPop,200,30825.0
GALowPop,200,31140.0
GALowPop,200,39078.0
GALowPop,200,52349.0
GALowPop,200,53079.0
GALowPop,300,29718.0
GALowPop,300,31813.0
GALowPop,300,55810.0
GALowPop,300,59777.0
GALowPop,300,61936.0
GALowPop,300,64540.0
GALowPop,300,66037.0
GALowPop,300,69943.0
GALowPop,300,71557.0
GALowPop,300,73711.0
GALowPop,400,58523.0
GALowPop,400,68005.0
GALowPop,400,68057.0
GALowPop,400,69339.0
GALowPop,400,72499.0
GALowPop,400,74194.0
GALowPop,400,80216.0
GALowPop,400,80722.0
GALowPop,400,82046.0
GALowPop,400,91303.0
GALowPop,500,100279.0
GALowPop,500,100842.0
GALowPop,500,101924.0
GALowPop,500,107022.0
GALowPop,500,128468.0
GALowPop,500,46001.0
GALowPop,500,85044.0
GALowPop,500,87760.0
GALowPop,500,89377.0
GALowPop,500,99958.0
GALowPop,600,108828.0
GALowPop,600,123266.0
GALowPop,600,133876.0
GALowPop,600,136629.0
GALowPop,600,140530.0
GALowPop,600,144958.0
GALowPop,600,146141.0
GALowPop,600,149447.0
GALowPop,600,153720.0
GALowPop,600,69329.0
GALowPop,700,121734.0
GALowPop,700,139689.0
GALowPop,700,141425.0
GALowPop,700,145667.0
GALowPop,700,145680.0
GALowPop,700,156465.0
GALowPop,700,159969.0
GALowPop,700,161051.0
GALowPop,700,168837.0
GALowPop,700,169126.0
GALowPop,800,158518.0
GALowPop,800,159023.0
GALowPop,800,170930.0
GALowPop,800,173669.0
GALowPop,800,175024.0
GALowPop,800,182796.0
GALowPop,800,184996.0
GALowPop,800,190485.0
GALowPop,800,193349.0
GALowPop,800,198473.0
GALowPop,900,173303.0
GALowPop,900,174628.0
GALowPop,900,176232.0
GALowPop,900,181141.0
GALowPop,900,184541.0
GALowPop,900,184870.0
GALowPop,900,192393.0
GALowPop,900,200119.0
GALowPop,900,201192.0
GALowPop,900,204684.0
GALowPop,1000,183342.0
GALowPop,1000,188630.0
GALowPop,1000,191972.0
GALowPop,1000,192794.0
GALowPop,1000,192809.0
GALowPop,1000,193443.0
GALowPop,1000,202583.0
GALowPop,1000,203157.0
GALowPop,1000,209233.0
GALowPop,1000,215806.0
RHC,1,0.0
RHC,1,0.0
RHC,1,0.0
RHC,1,0.0
RHC,1,0.0
RHC,1,17.0
RHC,1,17.0
RHC,1,37.0
RHC,1,38.0
RHC,1,9.0
RHC,50,1.0
RHC,50,1.0
RHC,50,1.0
RHC,50,1.0
RHC,50,1.0
RHC,50,1.0
RHC,50,30.0
RHC,50,40.0
RHC,50,6.0
RHC,50,8.0
RHC,100,1.0
RHC,100,1.0
RHC,100,1.0
RHC,100,1.0
RHC,100,1.0
RHC,100,14.0
RHC,100,2.0
RHC,100,2.0
RHC,100,3.0
RHC,100,43.0
RHC,150,12.0
RHC,150,15.0
RHC,150,2.0
RHC,150,2.0
RHC,150,3.0
RHC,150,3.0
RHC,150,32.0
RHC,150,34.0
RHC,150,4.0
RHC,150,43.0
RHC,200,2.0
RHC,200,29.0
RHC,200,3.0
RHC,200,3.0
RHC,200,4.0
RHC,200,4.0
RHC,200,4.0
RHC,200,4.0
RHC,200,5.0
RHC,200,5.0
RHC,300,105.0
RHC,300,24.0
RHC,300,36.0
RHC,300,43.0
RHC,300,52.0
RHC,300,52.0
RHC,300,52.0
RHC,300,55.0
RHC,300,59.0
RHC,300,65.0
RHC,400,11.0
RHC,400,118.0
RHC,400,124.0
RHC,400,36.0
RHC,400,37.0
RHC,400,38.0
RHC,400,40.0
RHC,400,46.0
RHC,400,53.0
RHC,400,75.0
RHC,500,103.0
RHC,500,104.0
RHC,500,124.0
RHC,500,125.0
RHC,500,126.0
RHC,500,136.0
RHC,500,158.0
RHC,500,22.0
RHC,500,27.0
RHC,500,97.0
RHC,600,102.0
RHC,600,110.0
RHC,600,142.0
RHC,600,145.0
RHC,600,26.0
RHC,600,28.0
RHC,600,40.0
RHC,600,74.0
RHC,600,76.0
RHC,600,95.0
RHC,700,18.0
RHC,700,19.0
RHC,700,20.0
RHC,700,20.0
RHC,700,25.0
RHC,700,34.0
RHC,700,64.0
RHC,700,67.0
RHC,700,77.0
RHC,700,83.0
RHC,800,112.0
RHC,800,132.0
RHC,800,141.0
RHC,800,21.0
RHC,800,45.0
RHC,800,51.0
RHC,800,69.0
RHC,800,87.0
RHC,800,90.0
RHC,800,93.0
RHC,900,102.0
RHC,900,11.0
RHC,900,4.0
RHC,900,5.0
RHC,900,5.0
RHC,900,8.0
RHC,900,86.0
RHC,900,88.0
RHC,900,92.0
RHC,900,98.0
RHC,1000,10.0
RHC,1000,105.0
RHC,1000,13.0
RHC,1000,13.0
RHC,1000,17.0
RHC,1000,19.0
RHC,1000,19.0
RHC,1000,23.0
RHC,1000,4.0
RHC,1000,6.0
SA55,1,0.0
SA55,1,0.0
SA55,1,0.0
SA55,1,0.0
SA55,1,0.0
SA55,1,0.0
SA55,1,0.0
SA55,1,0.0
