49.22
49.57
50.33
50.27
51.25
51.39
52.2
52.9
54.09
54.56
54.73
55.28
55.99
56.19
56.01
55.87
56.93
57.55
58.36
58.43
58.31
58.66
59.11
60.09
61.3
61.45
61.61
62.61
62.33
63.03
62.27
62.87
63.13
62.32
63.12
63.77
63.44
63.42
63.81
64.35
64.58
65.3
65.57
66.51
67.0
66.68
66.82
67.23
67.29
68.01
68.0
68.07
68.34
68.38
68.74
69.02
69.05
69.03
68.77
68.35
68.53
68.85
69.08
69.34
69.27
69.43
69.92
70.22
70.12
70.43
70.09
70.04
69.99
70.28
70.63
70.91
71.35
71.55
71.14
71.38
71.13
71.11
71.36
71.52
71.54
71.76
71.5
71.79
71.56
71.85
71.35
71.36
71.51
71.86
71.66
71.54
71.51
71.67
71.92
71.67
71.96
72.08
72.2
71.99
72.18
71.88
72.17
72.47
72.7
73.04
73.31
73.14
73.1
73.29
73.51
74.1
73.74
73.59
73.25
73.12
73.56
73.64
74.13
74.29
74.05
73.79
74.22
74.09
74.3
73.65
73.62
73.03
73.01
72.68
72.8
72.89
72.99
72.66
72.75
72.73
72.88
73.07
73.07
73.11
73.29
73.5
73.81
73.84
73.96
74.4
74.93
74.88
74.95
75.74
75.92
76.0
75.99
75.93
76.11
76.28
75.91
76.09
75.62
75.57
75.88
76.07
76.37
76.13
76.56
76.8
77.2
77.61
77.06
76.96
77.08
76.82
77.35
77.12
77.16
76.9
76.96
77.26
77.21
76.85
76.86
77.26
77.42
77.7
77.53
77.6
77.79
78.0
78.45
78.25
78.54
78.47
78.77
79.2
79.03
78.84
78.61

Problem: count_ones
Algorithm: GALowPop
Time Elapse: 26698.0
Optimal Value: 84.0
Total function call: 15674
