4.0
7.0
10.0
10.0
10.0
10.0
10.0
10.0
10.0
10.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
13.0
13.0
13.0
13.0
13.0
14.0
14.0
14.0
14.0

Problem: four_peaks
Algorithm: MIMIC
Time Elapse: 11194.0
Optimal Value: 14.0
Total function call: 5401
