1.425
3.01
4.275
4.94
5.85
6.305
6.445
6.595
6.685
6.745
6.8
6.88
6.955
7.05
7.145
7.215
7.14
7.26
7.35
7.505
7.725
7.97
8.71
9.23
9.91
10.86

Problem: four_peaks
Algorithm: GA
Time Elapse: 39.0
Optimal Value: 14.0
Total function call: 2929
