3.0
7.0
12.0
45.0
53.0
53.0
53.0
53.0
53.0
53.0
53.0

Problem: four_peaks
Algorithm: MIMIC
Time Elapse: 2959.0
Optimal Value: 57.0
Total function call: 2401
