4.0
7.0
46.0
48.0
50.0
50.0
50.0
50.0
50.0
50.0
50.0

Problem: four_peaks
Algorithm: MIMIC
Time Elapse: 2713.0
Optimal Value: 53.0
Total function call: 2401
