4.0
7.0
9.0
72.0
75.0
78.0
78.0
78.0
78.0
78.0
78.0
78.0
78.0
78.0
78.0
78.0
78.0
79.0
79.0
79.0
79.0
79.0
79.0
79.0
79.0
79.0

Problem: four_peaks
Algorithm: MIMIC
Time Elapse: 15890.0
Optimal Value: 79.0
Total function call: 5401
