2.045
7.375
16.935
23.35
25.61
26.295
26.71
26.71
26.45
26.36
26.12
26.85
26.34
26.95
27.06
26.79
27.155
27.275
27.77
27.685
27.69
28.005
27.73
27.785
27.63
28.07

Problem: four_peaks
Algorithm: GA
Time Elapse: 101.0
Optimal Value: 33.0
Total function call: 2915
