3.0
23.0
28.0
29.0
29.0
29.0
29.0
29.0
29.0
29.0
31.0

Problem: four_peaks
Algorithm: MIMIC
Time Elapse: 519.0
Optimal Value: 31.0
Total function call: 2401
