algorithm,iterations,time
SA55,3000,1129.0
SA55,3000,1207.0
SA55,3000,1310.0
SA55,3000,1584.0
SA55,3000,176.0
SA55,3000,1798.0
SA55,3000,1893.0
SA55,3000,2002.0
SA55,3000,949.0
SA75,1,0.0
SA75,1,0.0
SA75,1,0.0
SA75,1,0.0
SA75,1,0.0
SA75,1,0.0
SA75,1,0.0
SA75,1,0.0
SA75,1,0.0
SA75,1,0.0
SA75,50,0.0
SA75,50,0.0
SA75,50,0.0
SA75,50,0.0
SA75,50,0.0
SA75,50,1.0
SA75,50,1.0
SA75,50,1.0
SA75,50,20.0
SA75,50,21.0
SA75,100,0.0
SA75,100,0.0
SA75,100,0.0
SA75,100,0.0
SA75,100,0.0
SA75,100,0.0
SA75,100,1.0
SA75,100,242.0
SA75,100,45.0
SA75,100,46.0
SA75,150,0.0
SA75,150,1.0
SA75,150,1.0
SA75,150,1.0
SA75,150,1.0
SA75,150,1.0
SA75,150,1.0
SA75,150,1.0
SA75,150,102.0
SA75,150,51.0
SA75,200,1.0
SA75,200,1.0
SA75,200,1.0
SA75,200,1.0
SA75,200,19.0
SA75,200,2.0
SA75,200,33.0
SA75,200,40.0
SA75,200,458.0
SA75,200,62.0
SA75,300,151.0
SA75,300,201.0
SA75,300,227.0
SA75,300,329.0
SA75,300,334.0
SA75,300,339.0
SA75,300,402.0
SA75,300,411.0
SA75,300,439.0
SA75,300,68.0
SA75,400,126.0
SA75,400,135.0
SA75,400,146.0
SA75,400,2.0
SA75,400,206.0
SA75,400,248.0
SA75,400,270.0
SA75,400,335.0
SA75,400,429.0
SA75,400,453.0
SA75,500,12.0
SA75,500,143.0
SA75,500,15.0
SA75,500,2.0
SA75,500,3.0
SA75,500,3.0
SA75,500,5.0
SA75,500,5.0
SA75,500,5.0
SA75,500,90.0
SA75,600,2.0
SA75,600,2.0
SA75,600,3.0
SA75,600,3.0
SA75,600,3.0
SA75,600,426.0
SA75,600,5.0
SA75,600,6.0
SA75,600,8.0
SA75,600,9.0
SA75,700,18.0
SA75,700,25.0
SA75,700,27.0
SA75,700,29.0
SA75,700,3.0
SA75,700,3.0
SA75,700,3.0
SA75,700,415.0
SA75,700,421.0
SA75,700,46.0
SA75,800,13.0
SA75,800,25.0
SA75,800,325.0
SA75,800,4.0
SA75,800,51.0
SA75,800,6.0
SA75,800,71.0
SA75,800,8.0
SA75,800,8.0
SA75,800,8.0
SA75,900,112.0
SA75,900,114.0
SA75,900,290.0
SA75,900,327.0
