count_ones,RHC,200,200,3,203,139.0,101.0
count_ones,RHC,200,50,2,53,109.0,20.0
count_ones,RHC,200,400,5,403,170.0,77.0
count_ones,RHC,200,500,3,503,168.0,35.0
count_ones,RHC,200,400,1,403,168.0,73.0
count_ones,RHC,200,100,9,103,124.0,97.0
count_ones,RHC,200,400,7,403,169.0,109.0
count_ones,RHC,200,300,8,303,156.0,22.0
count_ones,RHC,200,500,7,503,169.0,14.0
count_ones,RHC,200,400,3,403,164.0,96.0
count_ones,RHC,200,50,4,53,98.0,18.0
count_ones,RHC,200,500,0,503,172.0,79.0
count_ones,RHC,200,200,7,203,148.0,64.0
count_ones,RHC,200,500,9,503,176.0,6.0
count_ones,RHC,200,500,6,503,173.0,21.0
count_ones,RHC,200,100,6,103,115.0,36.0
count_ones,RHC,200,150,2,153,125.0,92.0
count_ones,RHC,200,600,0,603,187.0,2.0
count_ones,RHC,200,500,8,503,182.0,11.0
count_ones,RHC,200,100,4,103,126.0,48.0
count_ones,RHC,200,200,6,203,131.0,99.0
count_ones,RHC,200,600,2,603,171.0,5.0
count_ones,RHC,200,500,4,503,168.0,73.0
count_ones,RHC,200,400,0,403,164.0,109.0
count_ones,RHC,200,400,6,403,164.0,83.0
count_ones,RHC,200,600,3,603,183.0,3.0
count_ones,RHC,200,200,9,203,132.0,71.0
count_ones,RHC,200,50,8,53,111.0,23.0
count_ones,RHC,200,150,9,153,143.0,55.0
count_ones,RHC,200,300,7,303,148.0,68.0
count_ones,RHC,200,150,7,153,135.0,25.0
count_ones,RHC,200,400,4,403,168.0,96.0
count_ones,RHC,200,600,1,603,182.0,16.0
count_ones,RHC,200,200,2,203,148.0,83.0
count_ones,RHC,200,500,1,503,178.0,81.0
count_ones,RHC,200,400,2,403,164.0,70.0
count_ones,RHC,200,500,2,503,170.0,44.0
count_ones,RHC,200,400,9,403,161.0,66.0
count_ones,RHC,200,100,0,103,123.0,76.0
count_ones,RHC,200,200,0,203,147.0,62.0
count_ones,RHC,200,300,6,303,140.0,61.0
count_ones,RHC,200,500,5,503,168.0,23.0
count_ones,RHC,200,50,1,53,121.0,38.0
count_ones,RHC,200,1,1,4,113.0,34.0
count_ones,RHC,200,100,8,103,132.0,95.0
count_ones,RHC,200,300,0,303,150.0,27.0
count_ones,RHC,200,300,2,303,146.0,70.0
count_ones,RHC,200,1,6,4,100.0,34.0
count_ones,RHC,200,50,0,53,104.0,34.0
count_ones,RHC,200,1,5,4,98.0,9.0
count_ones,RHC,200,100,5,103,114.0,48.0
count_ones,RHC,200,200,1,203,145.0,100.0
count_ones,RHC,200,150,5,153,132.0,56.0
count_ones,RHC,200,1,8,4,87.0,31.0
count_ones,RHC,200,200,5,203,141.0,97.0
count_ones,RHC,200,150,3,153,131.0,98.0
count_ones,RHC,200,100,3,103,124.0,49.0
count_ones,RHC,200,600,5,603,188.0,2.0
count_ones,RHC,200,600,4,603,175.0,1.0
count_ones,RHC,200,600,6,603,171.0,2.0
count_ones,RHC,200,150,1,153,130.0,55.0
count_ones,RHC,200,50,9,53,111.0,5.0
count_ones,RHC,200,1,0,4,92.0,33.0
count_ones,RHC,200,150,8,153,130.0,43.0
count_ones,RHC,200,100,7,103,119.0,91.0
count_ones,SA55,200,1,7,4,113.0,1.0
count_ones,RHC,200,600,7,603,177.0,37.0
count_ones,SA55,200,1,4,4,89.0,0.0
count_ones,SA55,200,50,1,53,95.0,0.0
count_ones,SA55,200,50,0,53,101.0,0.0
count_ones,SA55,200,1,5,4,94.0,0.0
count_ones,SA55,200,50,3,53,104.0,0.0
count_ones,SA55,200,50,2,53,99.0,0.0
count_ones,SA55,200,1,3,4,94.0,0.0
count_ones,SA55,200,1,2,4,97.0,0.0
count_ones,SA55,200,50,4,53,91.0,0.0
count_ones,SA55,200,1,6,4,105.0,0.0
count_ones,SA55,200,1,1,4,102.0,0.0
count_ones,SA55,200,1,0,4,112.0,0.0
count_ones,SA55,200,50,6,53,100.0,0.0
count_ones,SA55,200,50,8,53,108.0,0.0
count_ones,SA55,200,50,5,53,97.0,0.0
count_ones,SA55,200,100,0,103,107.0,1.0
count_ones,SA55,200,50,9,53,103.0,0.0
count_ones,SA55,200,100,1,103,117.0,1.0
count_ones,SA55,200,50,7,53,105.0,1.0
count_ones,RHC,200,50,3,53,112.0,36.0
count_ones,RHC,200,150,0,153,128.0,64.0
count_ones,SA55,200,1,8,4,102.0,0.0
count_ones,RHC,200,300,4,303,150.0,71.0
count_ones,RHC,200,150,6,153,137.0,61.0
count_ones,SA55,200,150,9,153,120.0,3.0
count_ones,RHC,200,50,5,53,116.0,20.0
count_ones,SA55,200,150,3,153,113.0,15.0
count_ones,RHC,200,1,3,4,105.0,3.0
count_ones,SA55,200,100,8,103,117.0,1.0
count_ones,SA55,200,100,7,103,106.0,1.0
