algorithm,iterations,time
GAHighPop,1,108.0
GAHighPop,1,248.0
GAHighPop,1,274.0
GAHighPop,1,279.0
GAHighPop,1,299.0
GAHighPop,1,301.0
GAHighPop,1,329.0
GAHighPop,1,363.0
GAHighPop,1,52.0
GAHighPop,1,60.0
GAHighPop,500,15805.0
GAHighPop,500,23539.0
GAHighPop,500,23891.0
GAHighPop,500,28206.0
GAHighPop,500,28231.0
GAHighPop,500,28657.0
GAHighPop,500,31132.0
GAHighPop,500,31616.0
GAHighPop,500,33358.0
GAHighPop,500,35144.0
GAHighPop,1000,34567.0
GAHighPop,1000,47559.0
GAHighPop,1000,53852.0
GAHighPop,1000,56616.0
GAHighPop,1000,57511.0
GAHighPop,1000,57650.0
GAHighPop,1000,58537.0
GAHighPop,1000,60770.0
GAHighPop,1000,61241.0
GAHighPop,1000,64000.0
GAHighPop,1500,51546.0
GAHighPop,1500,70500.0
GAHighPop,1500,76334.0
GAHighPop,1500,77305.0
GAHighPop,1500,77423.0
GAHighPop,1500,80510.0
GAHighPop,1500,85158.0
GAHighPop,1500,92917.0
GAHighPop,1500,94064.0
GAHighPop,1500,94766.0
GAHighPop,2000,102988.0
GAHighPop,2000,103998.0
GAHighPop,2000,105330.0
GAHighPop,2000,107784.0
GAHighPop,2000,109935.0
GAHighPop,2000,111745.0
GAHighPop,2000,113894.0
GAHighPop,2000,115951.0
GAHighPop,2000,93353.0
GAHighPop,2000,99639.0
GAHighPop,2500,113674.0
GAHighPop,2500,129309.0
GAHighPop,2500,130229.0
GAHighPop,2500,133573.0
GAHighPop,2500,133753.0
GAHighPop,2500,134397.0
GAHighPop,2500,142700.0
GAHighPop,2500,147733.0
GAHighPop,2500,150670.0
GAHighPop,2500,150735.0
GAHighPop,3000,139656.0
GAHighPop,3000,149860.0
GAHighPop,3000,149979.0
GAHighPop,3000,152858.0
GAHighPop,3000,161191.0
GAHighPop,3000,161280.0
GAHighPop,3000,161293.0
GAHighPop,3000,167902.0
GAHighPop,3000,167954.0
GAHighPop,3000,172992.0
GAHighPop,3500,157242.0
GAHighPop,3500,164246.0
GAHighPop,3500,165177.0
GAHighPop,3500,168251.0
GAHighPop,3500,168723.0
GAHighPop,3500,170774.0
GAHighPop,3500,175337.0
GAHighPop,3500,180449.0
GAHighPop,3500,185108.0
GAHighPop,3500,189932.0
GAHighPop,4000,179124.0
GAHighPop,4000,187537.0
GAHighPop,4000,188660.0
GAHighPop,4000,190807.0
GAHighPop,4000,193216.0
GAHighPop,4000,194444.0
GAHighPop,4000,195784.0
GAHighPop,4000,196935.0
GAHighPop,4000,198820.0
GAHighPop,4000,211996.0
GAHighPop,4500,196712.0
GAHighPop,4500,201824.0
GAHighPop,4500,205538.0
GAHighPop,4500,208943.0
GAHighPop,4500,218416.0
GAHighPop,4500,220968.0
GAHighPop,4500,221407.0
GAHighPop,4500,224737.0
GAHighPop,4500,228232.0
GAHighPop,4500,229237.0
GAHighPop,5000,213245.0
GAHighPop,5000,220660.0
GAHighPop,5000,227270.0
GAHighPop,5000,228800.0
GAHighPop,5000,232350.0
GAHighPop,5000,234593.0
GAHighPop,5000,237296.0
GAHighPop,5000,237384.0
GAHighPop,5000,241295.0
GAHighPop,5000,244279.0
GALowPop,1,10.0
GALowPop,1,2.0
GALowPop,1,2.0
GALowPop,1,2.0
GALowPop,1,3.0
GALowPop,1,3.0
GALowPop,1,3.0
GALowPop,1,3.0
GALowPop,1,3.0
GALowPop,1,54.0
GALowPop,500,1019.0
GALowPop,500,1140.0
GALowPop,500,1220.0
GALowPop,500,1340.0
GALowPop,500,1427.0
GALowPop,500,1494.0
GALowPop,500,701.0
GALowPop,500,758.0
GALowPop,500,840.0
GALowPop,500,850.0
GALowPop,1000,1499.0
GALowPop,1000,1565.0
GALowPop,1000,1610.0
GALowPop,1000,2391.0
GALowPop,1000,2735.0
GALowPop,1000,3002.0
GALowPop,1000,3390.0
GALowPop,1000,3661.0
GALowPop,1000,3895.0
GALowPop,1000,4456.0
GALowPop,1500,2475.0
GALowPop,1500,2580.0
GALowPop,1500,3157.0
GALowPop,1500,4416.0
GALowPop,1500,4516.0
GALowPop,1500,4765.0
GALowPop,1500,5041.0
GALowPop,1500,6029.0
GALowPop,1500,6928.0
GALowPop,1500,7754.0
GALowPop,2000,10113.0
GALowPop,2000,10184.0
GALowPop,2000,14950.0
GALowPop,2000,15607.0
GALowPop,2000,6047.0
GALowPop,2000,6141.0
GALowPop,2000,6318.0
GALowPop,2000,7635.0
GALowPop,2000,7710.0
GALowPop,2000,8985.0
GALowPop,2500,11642.0
GALowPop,2500,12357.0
GALowPop,2500,12478.0
GALowPop,2500,16095.0
GALowPop,2500,16101.0
GALowPop,2500,16370.0
GALowPop,2500,17734.0
GALowPop,2500,18290.0
GALowPop,2500,6702.0
GALowPop,2500,8241.0
GALowPop,3000,11556.0
GALowPop,3000,12430.0
GALowPop,3000,18423.0
GALowPop,3000,19790.0
GALowPop,3000,21287.0
GALowPop,3000,21997.0
GALowPop,3000,23191.0
GALowPop,3000,26007.0
GALowPop,3000,31454.0
GALowPop,3000,7926.0
GALowPop,3500,17271.0
GALowPop,3500,20277.0
GALowPop,3500,21154.0
GALowPop,3500,23915.0
GALowPop,3500,26055.0
GALowPop,3500,27726.0
GALowPop,3500,36555.0
GALowPop,3500,36581.0
GALowPop,3500,37946.0
GALowPop,3500,40434.0
GALowPop,4000,24819.0
GALowPop,4000,26856.0
GALowPop,4000,29453.0
GALowPop,4000,31811.0
GALowPop,4000,32609.0
GALowPop,4000,34108.0
GALowPop,4000,35562.0
GALowPop,4000,37928.0
GALowPop,4000,41850.0
GALowPop,4000,43224.0
GALowPop,4500,34184.0
GALowPop,4500,35740.0
GALowPop,4500,38610.0
GALowPop,4500,39997.0
GALowPop,4500,40672.0
GALowPop,4500,43333.0
GALowPop,4500,44324.0
GALowPop,4500,44821.0
GALowPop,4500,49410.0
GALowPop,4500,50857.0
GALowPop,5000,32567.0
GALowPop,5000,33560.0
GALowPop,5000,35741.0
GALowPop,5000,42745.0
GALowPop,5000,43961.0
GALowPop,5000,46795.0
GALowPop,5000,48754.0
GALowPop,5000,49721.0
GALowPop,5000,53080.0
GALowPop,5000,55516.0
RHC,1,11.0
RHC,1,12.0
RHC,1,12.0
RHC,1,13.0
RHC,1,13.0
RHC,1,41.0
RHC,1,41.0
RHC,1,41.0
RHC,1,41.0
RHC,1,8.0
RHC,500,170.0
RHC,500,176.0
RHC,500,178.0
RHC,500,181.0
RHC,500,28.0
RHC,500,304.0
RHC,500,341.0
RHC,500,62.0
RHC,500,70.0
RHC,500,88.0
RHC,1000,217.0
RHC,1000,236.0
RHC,1000,239.0
RHC,1000,352.0
RHC,1000,366.0
RHC,1000,456.0
RHC,1000,509.0
RHC,1000,510.0
RHC,1000,528.0
RHC,1000,727.0
RHC,1500,261.0
RHC,1500,348.0
RHC,1500,396.0
RHC,1500,424.0
RHC,1500,483.0
RHC,1500,492.0
RHC,1500,508.0
RHC,1500,652.0
RHC,1500,789.0
RHC,1500,872.0
RHC,2000,248.0
RHC,2000,470.0
RHC,2000,598.0
RHC,2000,648.0
RHC,2000,772.0
RHC,2000,813.0
RHC,2000,884.0
RHC,2000,924.0
RHC,2000,927.0
RHC,2000,945.0
RHC,2500,1113.0
RHC,2500,1178.0
RHC,2500,1212.0
RHC,2500,1244.0
RHC,2500,1599.0
RHC,2500,1948.0
RHC,2500,2311.0
RHC,2500,905.0
RHC,2500,921.0
RHC,2500,949.0
RHC,3000,1062.0
RHC,3000,1190.0
RHC,3000,1512.0
RHC,3000,1520.0
RHC,3000,2265.0
RHC,3000,2288.0
RHC,3000,2515.0
RHC,3000,2865.0
RHC,3000,3024.0
RHC,3000,984.0
RHC,3500,1403.0
RHC,3500,1663.0
RHC,3500,1675.0
RHC,3500,1682.0
RHC,3500,1940.0
RHC,3500,2348.0
RHC,3500,2435.0
RHC,3500,2802.0
RHC,3500,2881.0
RHC,3500,5385.0
RHC,4000,1466.0
RHC,4000,1962.0
RHC,4000,1985.0
RHC,4000,2406.0
RHC,4000,2602.0
RHC,4000,2811.0
RHC,4000,3099.0
RHC,4000,3359.0
RHC,4000,3743.0
RHC,4000,3754.0
RHC,4500,2696.0
RHC,4500,2891.0
RHC,4500,2903.0
RHC,4500,2999.0
RHC,4500,3059.0
RHC,4500,3484.0
RHC,4500,3545.0
RHC,4500,3622.0
RHC,4500,3970.0
RHC,4500,5567.0
RHC,5000,2935.0
RHC,5000,3402.0
RHC,5000,3579.0
RHC,5000,3600.0
RHC,5000,3855.0
RHC,5000,4451.0
RHC,5000,4881.0
RHC,5000,5263.0
RHC,5000,5411.0
RHC,5000,6810.0
SA55,1,0.0
