algorithm,iterations,optimal
SA75,1,2.0
SA75,1,4.0
SA75,1,4.0
SA75,500,10.0
SA75,500,12.0
SA75,500,13.0
SA75,500,2.0
SA75,500,2.0
SA75,500,5.0
SA75,500,7.0
SA75,500,7.0
SA75,500,8.0
SA75,500,8.0
SA75,1000,11.0
SA75,1000,12.0
SA75,1000,14.0
SA75,1000,15.0
SA75,1000,15.0
SA75,1000,15.0
SA75,1000,5.0
SA75,1000,6.0
SA75,1000,6.0
SA75,1000,9.0
SA75,1500,10.0
SA75,1500,11.0
SA75,1500,12.0
SA75,1500,16.0
SA75,1500,18.0
SA75,1500,18.0
SA75,1500,22.0
SA75,1500,24.0
SA75,1500,28.0
SA75,1500,32.0
SA75,2000,15.0
SA75,2000,19.0
SA75,2000,20.0
SA75,2000,24.0
SA75,2000,24.0
SA75,2000,25.0
SA75,2000,27.0
SA75,2000,29.0
SA75,2000,35.0
SA75,2000,39.0
SA75,2500,19.0
SA75,2500,20.0
SA75,2500,20.0
SA75,2500,21.0
SA75,2500,21.0
SA75,2500,23.0
SA75,2500,29.0
SA75,2500,29.0
SA75,2500,34.0
SA75,2500,36.0
SA75,3000,133.0
SA75,3000,23.0
SA75,3000,23.0
SA75,3000,26.0
SA75,3000,29.0
SA75,3000,29.0
SA75,3000,30.0
SA75,3000,32.0
SA75,3000,42.0
SA75,3000,47.0
SA75,3500,135.0
SA75,3500,27.0
SA75,3500,29.0
SA75,3500,39.0
SA75,3500,39.0
SA75,3500,40.0
SA75,3500,42.0
SA75,3500,58.0
SA75,3500,60.0
SA75,3500,70.0
SA75,4000,138.0
SA75,4000,150.0
SA75,4000,22.0
SA75,4000,26.0
SA75,4000,33.0
SA75,4000,37.0
SA75,4000,38.0
SA75,4000,39.0
SA75,4000,44.0
SA75,4000,55.0
SA75,4500,140.0
SA75,4500,36.0
SA75,4500,37.0
SA75,4500,41.0
SA75,4500,41.0
SA75,4500,43.0
SA75,4500,50.0
SA75,4500,51.0
SA75,4500,57.0
SA75,4500,70.0
SA75,5000,33.0
SA75,5000,39.0
SA75,5000,43.0
SA75,5000,45.0
SA75,5000,51.0
SA75,5000,51.0
SA75,5000,57.0
SA75,5000,60.0
SA75,5000,61.0
SA75,5000,68.0
SA95,1,0.0
SA95,1,0.0
SA95,1,1.0
SA95,1,1.0
SA95,1,1.0
SA95,1,1.0
SA95,1,2.0
SA95,1,2.0
SA95,1,3.0
SA95,1,8.0
SA95,500,0.0
SA95,500,0.0
SA95,500,1.0
SA95,500,1.0
SA95,500,1.0
SA95,500,2.0
SA95,500,2.0
SA95,500,2.0
SA95,500,2.0
SA95,500,4.0
SA95,1000,10.0
SA95,1000,19.0
SA95,1000,2.0
SA95,1000,3.0
SA95,1000,3.0
SA95,1000,5.0
SA95,1000,5.0
SA95,1000,7.0
SA95,1000,8.0
SA95,1000,9.0
SA95,1500,10.0
SA95,1500,12.0
SA95,1500,15.0
SA95,1500,16.0
SA95,1500,16.0
SA95,1500,26.0
SA95,1500,5.0
SA95,1500,6.0
SA95,1500,7.0
SA95,1500,9.0
SA95,2000,14.0
SA95,2000,15.0
SA95,2000,16.0
SA95,2000,17.0
SA95,2000,21.0
SA95,2000,23.0
SA95,2000,23.0
SA95,2000,24.0
SA95,2000,25.0
SA95,2000,27.0
SA95,2500,11.0
SA95,2500,16.0
SA95,2500,18.0
SA95,2500,22.0
SA95,2500,25.0
SA95,2500,33.0
SA95,2500,34.0
SA95,2500,36.0
SA95,2500,39.0
SA95,2500,44.0
SA95,3000,13.0
SA95,3000,17.0
SA95,3000,17.0
SA95,3000,28.0
SA95,3000,29.0
SA95,3000,32.0
SA95,3000,33.0
SA95,3000,33.0
SA95,3000,33.0
SA95,3000,40.0
SA95,3500,121.0
SA95,3500,136.0
SA95,3500,23.0
SA95,3500,29.0
SA95,3500,31.0
SA95,3500,33.0
SA95,3500,33.0
SA95,3500,34.0
SA95,3500,35.0
SA95,3500,38.0
SA95,4000,31.0
SA95,4000,33.0
SA95,4000,35.0
SA95,4000,41.0
SA95,4000,42.0
SA95,4000,44.0
SA95,4000,46.0
SA95,4000,48.0
SA95,4000,49.0
SA95,4000,58.0
SA95,4500,142.0
SA95,4500,29.0
SA95,4500,29.0
SA95,4500,33.0
SA95,4500,39.0
SA95,4500,40.0
SA95,4500,40.0
SA95,4500,42.0
SA95,4500,46.0
SA95,4500,50.0
SA95,5000,33.0
SA95,5000,37.0
SA95,5000,41.0
SA95,5000,41.0
SA95,5000,43.0
SA95,5000,48.0
SA95,5000,48.0
SA95,5000,53.0
SA95,5000,55.0
SA95,5000,61.0
MIMIC50,1,12.0
MIMIC50,1,15.0
MIMIC50,1,5.0
MIMIC50,1,5.0
MIMIC50,1,6.0
MIMIC50,1,7.0
MIMIC50,1,7.0
MIMIC50,1,7.0
MIMIC50,1,8.0
MIMIC50,1,9.0
MIMIC50,500,55.0
MIMIC50,500,55.0
MIMIC50,500,56.0
MIMIC50,500,58.0
MIMIC50,500,58.0
MIMIC50,500,59.0
MIMIC50,500,62.0
MIMIC50,500,64.0
MIMIC50,500,75.0
MIMIC50,500,78.0
MIMIC50,1000,100.0
MIMIC50,1000,171.0
MIMIC50,1000,188.0
MIMIC50,1000,84.0
MIMIC50,1000,85.0
MIMIC50,1000,89.0
MIMIC50,1000,89.0
MIMIC50,1000,89.0
MIMIC50,1000,92.0
MIMIC50,1000,98.0
MIMIC50,1500,100.0
MIMIC50,1500,100.0
MIMIC50,1500,100.0
MIMIC50,1500,182.0
MIMIC50,1500,189.0
MIMIC50,1500,189.0
MIMIC50,1500,189.0
MIMIC50,1500,92.0
MIMIC50,1500,92.0
MIMIC50,1500,97.0
MIMIC50,2000,100.0
MIMIC50,2000,100.0
MIMIC50,2000,100.0
MIMIC50,2000,100.0
MIMIC50,2000,189.0
MIMIC50,2000,189.0
MIMIC50,2000,189.0
MIMIC50,2000,189.0
MIMIC50,2000,189.0
MIMIC50,2000,189.0
MIMIC50,2500,100.0
MIMIC50,2500,100.0
MIMIC50,2500,100.0
MIMIC50,2500,100.0
MIMIC50,2500,100.0
MIMIC50,2500,100.0
MIMIC50,2500,100.0
MIMIC50,2500,186.0
MIMIC50,2500,189.0
MIMIC50,2500,189.0
MIMIC50,3000,100.0
MIMIC50,3000,100.0
MIMIC50,3000,100.0
MIMIC50,3000,100.0
MIMIC50,3000,189.0
MIMIC50,3000,189.0
MIMIC50,3000,189.0
MIMIC50,3000,189.0
MIMIC50,3000,189.0
MIMIC50,3000,189.0
MIMIC50,3500,100.0
MIMIC50,3500,100.0
MIMIC50,3500,100.0
MIMIC50,3500,100.0
MIMIC50,3500,100.0
MIMIC50,3500,100.0
MIMIC50,3500,100.0
