algorithm,iterations,time
GAHighPop,1,1431.0
GAHighPop,1,1814.0
GAHighPop,1,2015.0
GAHighPop,1,2315.0
GAHighPop,1,2581.0
GAHighPop,1,2591.0
GAHighPop,1,2650.0
GAHighPop,1,2714.0
GAHighPop,1,2729.0
GAHighPop,1,3343.0
GAHighPop,50,13234.0
GAHighPop,50,39731.0
GAHighPop,50,51108.0
GAHighPop,50,55976.0
GAHighPop,50,63879.0
GAHighPop,50,75313.0
GAHighPop,50,78466.0
GAHighPop,50,85603.0
GAHighPop,50,88895.0
GAHighPop,50,94263.0
GAHighPop,100,127669.0
GAHighPop,100,128224.0
GAHighPop,100,137277.0
GAHighPop,100,137397.0
GAHighPop,100,140595.0
GAHighPop,100,141699.0
GAHighPop,100,147592.0
GAHighPop,100,148146.0
GAHighPop,100,150862.0
GAHighPop,100,164578.0
GAHighPop,150,175579.0
GAHighPop,150,191664.0
GAHighPop,150,200199.0
GAHighPop,150,200365.0
GAHighPop,150,202007.0
GAHighPop,150,205186.0
GAHighPop,150,205304.0
GAHighPop,150,214973.0
GAHighPop,150,216075.0
GAHighPop,150,218673.0
GAHighPop,200,205139.0
GAHighPop,200,230807.0
GAHighPop,200,239549.0
GAHighPop,200,240718.0
GAHighPop,200,245703.0
GAHighPop,200,247053.0
GAHighPop,200,248742.0
GAHighPop,200,249499.0
GAHighPop,200,256628.0
GAHighPop,200,258134.0
GAHighPop,300,283029.0
GAHighPop,300,309190.0
GAHighPop,300,313972.0
GAHighPop,300,318906.0
GAHighPop,300,321868.0
GAHighPop,300,323591.0
GAHighPop,300,328138.0
GAHighPop,300,330347.0
GAHighPop,300,330467.0
GAHighPop,300,332265.0
GAHighPop,400,365834.0
GAHighPop,400,373385.0
GAHighPop,400,377601.0
GAHighPop,400,379575.0
GAHighPop,400,381127.0
GAHighPop,400,381710.0
GAHighPop,400,382858.0
GAHighPop,400,386224.0
GAHighPop,400,390370.0
GAHighPop,400,392824.0
GAHighPop,500,422232.0
GAHighPop,500,429109.0
GAHighPop,500,430211.0
GAHighPop,500,431406.0
GAHighPop,500,433064.0
GAHighPop,500,435605.0
GAHighPop,500,437484.0
GAHighPop,500,439882.0
GAHighPop,500,440653.0
GAHighPop,500,443654.0
GAHighPop,600,459386.0
GAHighPop,600,466526.0
GAHighPop,600,466553.0
GAHighPop,600,471510.0
GAHighPop,600,474369.0
GAHighPop,600,474959.0
GAHighPop,600,478693.0
GAHighPop,600,484836.0
GAHighPop,600,487179.0
GAHighPop,600,489750.0
GAHighPop,700,493648.0
GAHighPop,700,497612.0
GAHighPop,700,498177.0
GAHighPop,700,500756.0
GAHighPop,700,503941.0
GAHighPop,700,508245.0
GAHighPop,700,514135.0
GAHighPop,700,514267.0
