algorithm,iterations,optimal
MIMIC50,150,89.0
MIMIC50,150,89.0
MIMIC50,150,90.0
MIMIC50,150,90.0
MIMIC50,150,90.0
MIMIC50,150,92.0
MIMIC50,200,87.0
MIMIC50,200,88.0
MIMIC50,200,89.0
MIMIC50,200,90.0
MIMIC50,200,91.0
MIMIC50,200,91.0
MIMIC50,200,92.0
MIMIC50,200,92.0
MIMIC50,200,92.0
MIMIC50,200,93.0
MIMIC50,300,87.0
MIMIC50,300,90.0
MIMIC50,300,90.0
MIMIC50,300,90.0
MIMIC50,300,91.0
MIMIC50,300,91.0
MIMIC50,300,92.0
MIMIC50,300,92.0
MIMIC50,300,93.0
MIMIC50,300,93.0
MIMIC50,400,88.0
MIMIC50,400,89.0
MIMIC50,400,91.0
MIMIC50,400,92.0
MIMIC50,400,92.0
MIMIC50,400,92.0
MIMIC50,400,92.0
MIMIC50,400,94.0
MIMIC50,400,95.0
MIMIC50,400,97.0
MIMIC50,500,87.0
MIMIC50,500,89.0
MIMIC50,500,90.0
MIMIC50,500,91.0
MIMIC50,500,91.0
MIMIC50,500,92.0
MIMIC50,500,92.0
MIMIC50,500,92.0
MIMIC50,500,93.0
MIMIC50,500,93.0
MIMIC50,600,90.0
MIMIC50,600,92.0
MIMIC50,600,92.0
MIMIC50,600,92.0
MIMIC50,600,93.0
MIMIC50,600,93.0
MIMIC50,600,93.0
MIMIC50,600,94.0
MIMIC50,600,94.0
MIMIC50,600,96.0
MIMIC50,700,91.0
MIMIC50,700,91.0
MIMIC50,700,91.0
MIMIC50,700,92.0
MIMIC50,700,92.0
MIMIC50,700,94.0
MIMIC50,700,94.0
MIMIC50,700,94.0
MIMIC50,700,94.0
MIMIC50,700,96.0
MIMIC50,800,91.0
MIMIC50,800,92.0
MIMIC50,800,92.0
MIMIC50,800,93.0
MIMIC50,800,93.0
MIMIC50,800,94.0
MIMIC50,800,94.0
MIMIC50,800,95.0
MIMIC50,800,95.0
MIMIC50,800,96.0
MIMIC50,900,92.0
MIMIC50,900,92.0
MIMIC50,900,92.0
MIMIC50,900,93.0
MIMIC50,900,93.0
MIMIC50,900,94.0
MIMIC50,900,94.0
MIMIC50,900,95.0
MIMIC50,900,95.0
MIMIC50,900,96.0
MIMIC50,1000,92.0
MIMIC50,1000,92.0
MIMIC50,1000,93.0
MIMIC50,1000,93.0
MIMIC50,1000,93.0
MIMIC50,1000,93.0
MIMIC50,1000,94.0
MIMIC50,1000,95.0
MIMIC50,1000,95.0
MIMIC50,1000,96.0
MIMIC200,1,63.0
MIMIC200,1,65.0
MIMIC200,1,66.0
MIMIC200,1,67.0
MIMIC200,1,67.0
MIMIC200,1,67.0
MIMIC200,1,68.0
MIMIC200,1,68.0
MIMIC200,1,72.0
MIMIC200,1,72.0
MIMIC200,50,79.0
MIMIC200,50,80.0
MIMIC200,50,83.0
MIMIC200,50,83.0
MIMIC200,50,84.0
MIMIC200,50,84.0
MIMIC200,50,84.0
MIMIC200,50,84.0
MIMIC200,50,85.0
MIMIC200,50,86.0
MIMIC200,100,81.0
MIMIC200,100,85.0
MIMIC200,100,85.0
MIMIC200,100,86.0
MIMIC200,100,86.0
MIMIC200,100,86.0
MIMIC200,100,87.0
MIMIC200,100,87.0
MIMIC200,100,87.0
MIMIC200,100,88.0
MIMIC200,150,84.0
MIMIC200,150,84.0
MIMIC200,150,85.0
MIMIC200,150,86.0
MIMIC200,150,86.0
MIMIC200,150,86.0
MIMIC200,150,86.0
MIMIC200,150,87.0
MIMIC200,150,88.0
MIMIC200,150,91.0
MIMIC200,200,85.0
MIMIC200,200,86.0
MIMIC200,200,86.0
MIMIC200,200,86.0
MIMIC200,200,86.0
MIMIC200,200,87.0
MIMIC200,200,89.0
MIMIC200,200,89.0
MIMIC200,200,89.0
MIMIC200,200,93.0
MIMIC200,300,84.0
MIMIC200,300,85.0
MIMIC200,300,87.0
MIMIC200,300,88.0
MIMIC200,300,88.0
MIMIC200,300,88.0
MIMIC200,300,89.0
MIMIC200,300,90.0
MIMIC200,300,90.0
MIMIC200,300,90.0
MIMIC200,400,84.0
MIMIC200,400,85.0
MIMIC200,400,85.0
MIMIC200,400,86.0
MIMIC200,400,86.0
MIMIC200,400,87.0
MIMIC200,400,89.0
MIMIC200,400,90.0
MIMIC200,400,93.0
MIMIC200,400,93.0
MIMIC200,500,86.0
MIMIC200,500,87.0
MIMIC200,500,88.0
MIMIC200,500,89.0
MIMIC200,500,89.0
MIMIC200,500,89.0
MIMIC200,500,89.0
MIMIC200,500,89.0
MIMIC200,500,89.0
MIMIC200,500,90.0
MIMIC200,600,87.0
MIMIC200,600,87.0
MIMIC200,600,87.0
MIMIC200,600,88.0
MIMIC200,600,88.0
MIMIC200,600,90.0
MIMIC200,600,91.0
MIMIC200,600,91.0
MIMIC200,600,91.0
