algorithm,iterations,functions
GAHighPop,1,1433
GAHighPop,1,1436
GAHighPop,1,1436
GAHighPop,1,1437
GAHighPop,1,1438
GAHighPop,1,1442
GAHighPop,1,1445
GAHighPop,1,1446
GAHighPop,1,1449
GAHighPop,1,1451
GAHighPop,50,21919
GAHighPop,50,21945
GAHighPop,50,21946
GAHighPop,50,21955
GAHighPop,50,21967
GAHighPop,50,21976
GAHighPop,50,21980
GAHighPop,50,21985
GAHighPop,50,21987
GAHighPop,50,22003
GAHighPop,100,42873
GAHighPop,100,42883
GAHighPop,100,42906
GAHighPop,100,42923
GAHighPop,100,42931
GAHighPop,100,42944
GAHighPop,100,42947
GAHighPop,100,42966
GAHighPop,100,42968
GAHighPop,100,42968
GAHighPop,150,63794
GAHighPop,150,63821
GAHighPop,150,63846
GAHighPop,150,63853
GAHighPop,150,63861
GAHighPop,150,63865
GAHighPop,150,63891
GAHighPop,150,63897
GAHighPop,150,63920
GAHighPop,150,63935
GAHighPop,200,84751
GAHighPop,200,84753
GAHighPop,200,84801
GAHighPop,200,84814
GAHighPop,200,84823
GAHighPop,200,84830
GAHighPop,200,84837
GAHighPop,200,84896
GAHighPop,200,84905
GAHighPop,200,84905
GAHighPop,300,126620
GAHighPop,300,126658
GAHighPop,300,126667
GAHighPop,300,126672
GAHighPop,300,126673
GAHighPop,300,126703
GAHighPop,300,126718
GAHighPop,300,126742
GAHighPop,300,126792
GAHighPop,300,126795
GAHighPop,400,168561
GAHighPop,400,168574
GAHighPop,400,168631
GAHighPop,400,168638
GAHighPop,400,168655
GAHighPop,400,168725
GAHighPop,400,168726
GAHighPop,400,168733
GAHighPop,400,168775
GAHighPop,400,168804
GAHighPop,500,210515
GAHighPop,500,210539
GAHighPop,500,210550
GAHighPop,500,210567
GAHighPop,500,210572
GAHighPop,500,210583
GAHighPop,500,210662
GAHighPop,500,210665
GAHighPop,500,210686
GAHighPop,500,210744
GAHighPop,600,252314
GAHighPop,600,252349
GAHighPop,600,252394
GAHighPop,600,252406
GAHighPop,600,252407
GAHighPop,600,252419
GAHighPop,600,252446
GAHighPop,600,252452
GAHighPop,600,252468
GAHighPop,600,252502
GAHighPop,700,294183
GAHighPop,700,294284
GAHighPop,700,294288
GAHighPop,700,294301
GAHighPop,700,294309
GAHighPop,700,294327
GAHighPop,700,294364
GAHighPop,700,294385
GAHighPop,700,294420
GAHighPop,700,294523
GAHighPop,800,336175
GAHighPop,800,336209
GAHighPop,800,336217
GAHighPop,800,336225
GAHighPop,800,336252
GAHighPop,800,336275
GAHighPop,800,336292
GAHighPop,800,336331
GAHighPop,800,336349
GAHighPop,800,336356
GAHighPop,900,378054
GAHighPop,900,378111
GAHighPop,900,378135
GAHighPop,900,378149
GAHighPop,900,378154
GAHighPop,900,378202
GAHighPop,900,378203
GAHighPop,900,378235
GAHighPop,900,378293
GAHighPop,900,378386
GAHighPop,1000,419957
GAHighPop,1000,420019
GAHighPop,1000,420026
GAHighPop,1000,420028
GAHighPop,1000,420035
GAHighPop,1000,420041
GAHighPop,1000,420046
GAHighPop,1000,420098
GAHighPop,1000,420113
GAHighPop,1000,420258
GALowPop,1,253
GALowPop,1,254
GALowPop,1,254
GALowPop,1,255
GALowPop,1,256
GALowPop,1,256
GALowPop,1,257
GALowPop,1,258
GALowPop,1,258
GALowPop,1,259
GALowPop,50,4034
GALowPop,50,4038
GALowPop,50,4040
GALowPop,50,4042
GALowPop,50,4042
GALowPop,50,4046
GALowPop,50,4048
GALowPop,50,4052
GALowPop,50,4054
GALowPop,50,4058
GALowPop,100,7907
GALowPop,100,7909
GALowPop,100,7918
GALowPop,100,7920
GALowPop,100,7927
GALowPop,100,7929
GALowPop,100,7932
GALowPop,100,7933
GALowPop,100,7937
GALowPop,100,7938
GALowPop,150,11739
GALowPop,150,11744
GALowPop,150,11773
GALowPop,150,11776
GALowPop,150,11779
GALowPop,150,11784
GALowPop,150,11784
GALowPop,150,11796
GALowPop,150,11802
GALowPop,150,11802
GALowPop,200,15608
GALowPop,200,15622
GALowPop,200,15628
GALowPop,200,15649
GALowPop,200,15653
GALowPop,200,15665
GALowPop,200,15670
GALowPop,200,15674
GALowPop,200,15675
GALowPop,200,15679
GALowPop,300,23353
GALowPop,300,23377
GALowPop,300,23378
GALowPop,300,23396
GALowPop,300,23401
GALowPop,300,23403
GALowPop,300,23408
GALowPop,300,23409
GALowPop,300,23429
GALowPop,300,23443
GALowPop,400,31097
GALowPop,400,31125
GALowPop,400,31132
GALowPop,400,31141
GALowPop,400,31143
GALowPop,400,31144
GALowPop,400,31146
GALowPop,400,31149
GALowPop,400,31157
GALowPop,400,31163
GALowPop,500,38816
GALowPop,500,38822
GALowPop,500,38833
GALowPop,500,38839
GALowPop,500,38849
GALowPop,500,38862
GALowPop,500,38863
GALowPop,500,38864
GALowPop,500,38870
GALowPop,500,38907
GALowPop,600,46526
GALowPop,600,46537
GALowPop,600,46576
GALowPop,600,46603
GALowPop,600,46608
GALowPop,600,46612
GALowPop,600,46625
GALowPop,600,46634
GALowPop,600,46653
GALowPop,600,46678
GALowPop,700,54329
GALowPop,700,54338
GALowPop,700,54340
GALowPop,700,54345
GALowPop,700,54356
GALowPop,700,54360
GALowPop,700,54361
GALowPop,700,54364
GALowPop,700,54369
GALowPop,700,54441
GALowPop,800,62035
GALowPop,800,62039
GALowPop,800,62065
GALowPop,800,62077
GALowPop,800,62091
GALowPop,800,62098
GALowPop,800,62115
GALowPop,800,62115
GALowPop,800,62137
GALowPop,800,62171
GALowPop,900,69761
GALowPop,900,69806
GALowPop,900,69813
GALowPop,900,69825
GALowPop,900,69836
GALowPop,900,69843
GALowPop,900,69865
GALowPop,900,69867
GALowPop,900,69878
GALowPop,900,69881
GALowPop,1000,77504
GALowPop,1000,77548
