percent-correct,iterations
65.224,5
65.469,5
63.755,10
67.184,5
68.327,10
65.061,10
70.041,20
68.245,20
67.592,20
62.367,30
73.796,30
70.122,30
73.796,40
68.898,40
65.469,40
70.449,50
73.551,50
61.551,100
74.449,100
66.612,200
62.531,200
62.531,500
70.939,500
75.265,1000
75.265,1000
67.918,1500
76.571,1500
