percent-correct,iterations
50.939,5
58.857,5
52.980,5
41.306,10
65.224,10
65.714,10
65.633,20
56.980,20
65.633,20
65.633,30
62.449,30
51.918,30
51.429,40
65.633,40
65.633,40
65.633,50
65.633,50
65.633,100
65.306,100
65.633,200
65.633,200
65.633,500
65.633,500
65.633,1000
65.633,1000
65.633,1500
65.633,1500
